fecha,positivoACOMAYO,positivo_rapidaACOMAYO,positivo_molecularACOMAYO,muestraACOMAYO,muestra_rapidaACOMAYO,muestra_molecularACOMAYO,sintomaticosACOMAYO,defuncionesACOMAYO,inicioACOMAYO,inicio_molecularACOMAYO,inicio_rapidaACOMAYO,recuperadoACOMAYO,positivoANTA,positivo_rapidaANTA,positivo_molecularANTA,muestraANTA,muestra_rapidaANTA,muestra_molecularANTA,sintomaticosANTA,defuncionesANTA,inicioANTA,inicio_molecularANTA,inicio_rapidaANTA,recuperadoANTA,positivoCALCA,positivo_rapidaCALCA,positivo_molecularCALCA,muestraCALCA,muestra_rapidaCALCA,muestra_molecularCALCA,sintomaticosCALCA,defuncionesCALCA,inicioCALCA,inicio_molecularCALCA,inicio_rapidaCALCA,recuperadoCALCA,positivoCANAS,positivo_rapidaCANAS,positivo_molecularCANAS,muestraCANAS,muestra_rapidaCANAS,muestra_molecularCANAS,sintomaticosCANAS,defuncionesCANAS,inicioCANAS,inicio_molecularCANAS,inicio_rapidaCANAS,recuperadoCANAS,positivoCANCHIS,positivo_rapidaCANCHIS,positivo_molecularCANCHIS,muestraCANCHIS,muestra_rapidaCANCHIS,muestra_molecularCANCHIS,sintomaticosCANCHIS,defuncionesCANCHIS,inicioCANCHIS,inicio_molecularCANCHIS,inicio_rapidaCANCHIS,recuperadoCANCHIS,positivoCHUMBIVILCAS,positivo_rapidaCHUMBIVILCAS,positivo_molecularCHUMBIVILCAS,muestraCHUMBIVILCAS,muestra_rapidaCHUMBIVILCAS,muestra_molecularCHUMBIVILCAS,sintomaticosCHUMBIVILCAS,defuncionesCHUMBIVILCAS,inicioCHUMBIVILCAS,inicio_molecularCHUMBIVILCAS,inicio_rapidaCHUMBIVILCAS,recuperadoCHUMBIVILCAS,positivoCUSCO,positivo_rapidaCUSCO,positivo_molecularCUSCO,muestraCUSCO,muestra_rapidaCUSCO,muestra_molecularCUSCO,sintomaticosCUSCO,defuncionesCUSCO,inicioCUSCO,inicio_molecularCUSCO,inicio_rapidaCUSCO,recuperadoCUSCO,positivoESPINAR,positivo_rapidaESPINAR,positivo_molecularESPINAR,muestraESPINAR,muestra_rapidaESPINAR,muestra_molecularESPINAR,sintomaticosESPINAR,defuncionesESPINAR,inicioESPINAR,inicio_molecularESPINAR,inicio_rapidaESPINAR,recuperadoESPINAR,positivoLACONVENCION,positivo_rapidaLACONVENCION,positivo_molecularLACONVENCION,muestraLACONVENCION,muestra_rapidaLACONVENCION,muestra_molecularLACONVENCION,sintomaticosLACONVENCION,defuncionesLACONVENCION,inicioLACONVENCION,inicio_molecularLACONVENCION,inicio_rapidaLACONVENCION,recuperadoLACONVENCION,positivoOTRO,positivo_rapidaOTRO,positivo_molecularOTRO,muestraOTRO,muestra_rapidaOTRO,muestra_molecularOTRO,sintomaticosOTRO,defuncionesOTRO,inicioOTRO,inicio_molecularOTRO,inicio_rapidaOTRO,recuperadoOTRO,positivoPARURO,positivo_rapidaPARURO,positivo_molecularPARURO,muestraPARURO,muestra_rapidaPARURO,muestra_molecularPARURO,sintomaticosPARURO,defuncionesPARURO,inicioPARURO,inicio_molecularPARURO,inicio_rapidaPARURO,recuperadoPARURO,positivoPAUCARTAMBO,positivo_rapidaPAUCARTAMBO,positivo_molecularPAUCARTAMBO,muestraPAUCARTAMBO,muestra_rapidaPAUCARTAMBO,muestra_molecularPAUCARTAMBO,sintomaticosPAUCARTAMBO,defuncionesPAUCARTAMBO,inicioPAUCARTAMBO,inicio_molecularPAUCARTAMBO,inicio_rapidaPAUCARTAMBO,recuperadoPAUCARTAMBO,positivoQUISPICANCHI,positivo_rapidaQUISPICANCHI,positivo_molecularQUISPICANCHI,muestraQUISPICANCHI,muestra_rapidaQUISPICANCHI,muestra_molecularQUISPICANCHI,sintomaticosQUISPICANCHI,defuncionesQUISPICANCHI,inicioQUISPICANCHI,inicio_molecularQUISPICANCHI,inicio_rapidaQUISPICANCHI,recuperadoQUISPICANCHI,positivoURUBAMBA,positivo_rapidaURUBAMBA,positivo_molecularURUBAMBA,muestraURUBAMBA,muestra_rapidaURUBAMBA,muestra_molecularURUBAMBA,sintomaticosURUBAMBA,defuncionesURUBAMBA,inicioURUBAMBA,inicio_molecularURUBAMBA,inicio_rapidaURUBAMBA,recuperadoURUBAMBA
2020-05-28,0,0,0,67,0,0,0,0,,,,,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,1,0,0,,0,0,0,4,0,0,0,0,,,,,1,1,0,34,0,0,0,0,0,0,0,,0,0,0,31,0,0,0,0,1,0,0,,44,44,0,583,0,1,5,0,8,1,1,27,0,0,0,54,0,0,0,0,1,0,0,1,4,4,0,87,0,0,0,0,4,2,2,4,3,3,0,53,0,0,0,0,,,,,0,0,0,3,0,0,0,0,,,,,0,0,0,2,0,0,0,0,0,0,0,,1,1,0,7,0,0,0,0,,,,,0,0,0,6,0,0,0,0,,,,
2020-05-29,1,1,0,3,0,0,0,0,3,3,3,,1,0,1,29,0,1,1,0,,,,,7,7,0,30,0,2,0,0,,,,,1,1,0,5,0,0,0,0,,,,,0,0,0,20,0,0,0,0,0,0,0,,1,1,0,10,0,0,0,0,,,,,36,34,2,550,0,13,4,0,6,4,4,21,1,1,0,35,0,1,0,0,,,,3,10,10,0,66,0,5,0,0,7,5,5,2,2,2,0,45,0,0,0,0,0,0,0,,3,3,0,6,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,0,,2,1,1,6,0,1,1,0,0,0,0,1,1,1,0,27,0,0,0,0,,,,
2020-05-30,0,0,0,5,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,,,,1,0,0,0,9,0,0,0,0,,,,,0,0,0,20,0,0,0,0,,,,,1,1,0,28,0,0,0,0,1,0,0,,0,0,0,14,0,0,0,0,0,0,0,,18,18,0,395,0,0,0,0,10,2,2,22,0,0,0,16,0,0,0,0,0,0,0,,7,7,0,34,0,0,2,0,4,1,1,5,0,0,0,22,0,0,0,0,1,0,0,,0,0,0,2,0,0,0,0,,,,,0,0,0,3,0,0,0,0,,,,,3,3,0,25,0,0,1,0,0,0,0,,0,0,0,4,0,0,0,0,,,,
2020-05-31,,,,,,,,,,,,,0,0,0,3,0,0,0,0,,,,,1,1,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,15,0,0,0,0,1,0,0,,0,0,0,2,0,0,0,0,,,,,1,1,0,85,0,0,1,0,6,4,4,2,0,0,0,1,0,0,0,0,,,,,2,2,0,17,0,0,0,0,6,6,6,1,0,0,0,22,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,0,0,0,10,0,0,0,0,,,,,,,,,,,,,0,0,0,
2020-06-01,0,0,0,7,0,2,0,0,,,,,0,0,0,14,0,0,0,0,1,1,1,,1,1,0,10,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,,,,2,1,1,0,18,0,1,0,0,1,1,1,,0,0,0,2,0,0,0,0,0,0,0,,22,20,2,589,0,23,5,0,21,5,5,13,5,5,0,56,0,0,0,0,3,0,0,4,9,9,0,131,0,9,2,0,7,4,4,5,0,0,0,87,0,0,0,0,3,0,0,,0,0,0,6,0,0,0,0,0,0,0,,0,0,0,10,0,2,0,0,0,0,0,,5,4,1,42,0,1,1,0,0,0,0,,1,1,0,19,0,1,0,0,1,1,1,
2020-06-02,2,0,2,5,0,2,2,0,,,,,2,2,0,21,0,0,0,0,,,,1,0,0,0,8,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,,,,,1,1,0,29,0,0,0,0,1,1,1,,2,2,0,55,0,0,0,0,,,,,19,19,0,524,0,9,1,0,11,5,5,10,0,0,0,29,0,0,0,0,,,,3,12,12,0,92,0,3,2,0,7,4,4,3,0,0,0,5,0,0,0,0,1,0,0,1,3,1,2,11,0,2,2,0,,,,,0,0,0,5,0,0,0,0,0,0,0,1,1,0,1,25,0,1,1,0,0,0,0,1,1,1,0,24,0,0,0,0,0,0,0,
2020-06-03,0,0,0,2,0,0,0,0,0,0,0,,1,1,0,25,0,0,0,0,0,0,0,1,3,3,0,47,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,,,,1,1,1,0,24,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,,,,2,29,29,0,454,0,3,7,2,11,4,4,28,2,2,0,37,0,0,0,0,1,0,0,5,7,3,4,48,0,5,4,0,3,1,1,2,1,1,0,10,0,0,0,0,1,0,0,,0,0,0,9,0,0,0,0,,,,,,,,,,,,,0,0,0,,1,1,0,14,0,0,0,0,0,0,0,1,1,1,0,68,0,0,0,0,2,1,1,1
2020-06-04,,,,,,,,,,,,,16,16,0,74,0,0,1,0,0,0,0,3,3,3,0,114,0,1,0,0,1,0,0,,0,0,0,4,0,0,0,0,,,,,0,0,0,27,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,,,,2,34,32,2,768,0,4,12,1,12,7,7,44,3,3,0,47,0,0,0,0,,,,1,4,4,0,103,0,3,1,1,11,5,5,1,2,2,0,42,0,0,1,0,1,0,0,2,0,0,0,4,0,0,0,0,,,,,0,0,0,5,0,0,0,0,,,,,2,2,0,23,0,0,0,0,1,1,1,1,2,2,0,64,0,0,1,0,0,0,0,
2020-06-05,2,0,2,6,0,2,2,0,0,0,0,2,1,1,0,29,0,0,0,0,,,,2,2,2,0,10,0,0,1,0,0,0,0,7,0,0,0,5,0,0,0,0,,,,3,0,0,0,22,0,0,0,0,0,0,0,1,2,2,0,30,0,0,0,0,,,,1,29,25,4,678,0,9,5,1,7,2,2,35,2,2,0,76,0,0,0,0,1,0,0,1,3,3,0,159,0,0,0,0,6,3,3,4,1,1,0,26,0,0,1,0,2,0,0,2,0,0,0,2,0,0,0,0,,,,3,0,0,0,3,0,0,0,0,0,0,0,,0,0,0,22,0,0,0,0,,,,1,2,2,0,13,0,0,0,0,1,1,1,1
2020-06-06,0,0,0,2,0,0,0,0,0,0,0,,2,1,1,30,0,1,1,0,0,0,0,,4,4,0,40,0,0,0,0,,,,,2,2,0,4,0,0,0,0,0,0,0,,2,2,0,23,0,0,0,0,1,1,1,,0,0,0,3,0,0,0,0,,,,,28,15,13,477,0,14,14,0,8,3,3,20,1,1,0,53,0,0,0,0,,,,2,26,10,16,154,0,22,16,0,14,8,8,6,2,2,0,74,0,0,0,0,1,0,0,,1,1,0,3,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,,8,6,2,23,0,2,2,0,,,,1,2,0,2,8,0,2,2,0,,,,
2020-06-07,1,1,0,1,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,,,,,,,,,,,,,0,0,0,1,1,1,0,2,0,0,0,0,,,,,1,0,1,11,0,1,1,0,0,0,0,,0,0,0,1,0,0,0,0,,,,,11,5,6,92,0,6,9,1,10,4,4,1,1,0,1,12,0,1,1,0,,,,,11,6,5,77,0,5,6,0,16,15,15,4,0,0,0,7,0,0,0,0,2,0,0,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,1,1,
2020-06-08,0,0,0,2,0,0,0,0,,,,,0,0,0,23,0,0,0,0,,,,,1,1,0,17,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,,,,,1,1,0,42,0,0,0,0,2,0,0,3,1,1,0,32,0,1,0,0,,,,,33,32,1,995,0,6,4,0,13,3,3,34,1,1,0,64,0,0,0,0,,,,2,7,7,0,199,0,0,0,0,16,9,9,9,1,1,0,30,0,0,0,0,3,0,0,,1,1,0,11,0,0,0,0,,,,,0,0,0,7,0,0,0,0,,,,,1,1,0,31,0,1,0,0,1,0,0,4,0,0,0,16,0,0,0,0,1,0,0,
2020-06-09,0,0,0,6,0,0,0,0,,,,,2,2,0,37,0,0,0,0,0,0,0,2,3,3,0,74,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,,,,,3,2,1,57,0,1,1,0,2,0,0,1,1,1,0,20,0,0,0,0,,,,,51,48,3,1057,0,14,5,0,6,0,0,25,0,0,0,106,0,0,0,0,0,0,0,,6,5,1,152,0,2,2,1,3,2,2,9,10,10,0,36,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,0,0,0,2,2,2,0,6,0,0,0,0,,,,,30,30,0,84,0,0,0,0,0,0,0,1,1,0,1,57,0,1,1,0,1,0,0,1
2020-06-10,0,0,0,5,0,1,0,0,0,0,0,,1,1,0,20,0,0,0,0,,,,,1,1,0,42,0,1,0,0,1,0,0,2,0,0,0,7,0,0,0,0,,,,,0,0,0,60,0,1,0,0,0,0,0,,2,2,0,36,0,0,0,0,0,0,0,1,24,24,0,798,0,3,0,0,10,4,4,25,2,2,0,107,0,0,0,0,,,,2,17,11,6,241,0,19,9,0,12,10,10,3,2,2,0,22,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,,,,,1,1,0,14,0,0,0,0,1,0,0,,0,0,0,58,0,0,0,0,0,0,0,1,0,0,0,17,0,1,0,0,2,2,2,1
2020-06-11,0,0,0,10,0,6,0,0,,,,,0,0,0,24,0,0,0,0,,,,16,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,,,,,2,2,0,31,0,1,0,0,0,0,0,,0,0,0,4,0,0,0,0,,,,,23,21,2,695,0,11,5,1,5,3,3,26,4,4,0,107,0,0,1,0,,,,2,9,9,0,250,0,0,4,0,6,4,4,6,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,,,,,1,1,0,14,0,1,0,0,0,0,0,,3,3,0,34,0,0,0,0,,,,2,0,0,0,30,0,0,0,0,1,1,1,1
2020-06-12,6,6,0,33,0,0,0,0,,,,,1,1,0,23,0,1,0,0,,,,2,0,0,0,19,0,1,0,0,,,,1,0,0,0,5,0,0,0,0,,,,,3,3,0,82,0,0,0,0,0,0,0,,1,1,0,37,0,0,1,0,,,,,22,22,0,959,0,8,2,1,14,5,5,32,2,2,0,103,0,0,0,0,1,0,0,1,35,7,28,248,0,38,29,0,7,7,7,10,3,3,0,22,0,0,0,0,1,0,0,1,1,1,0,8,0,0,0,0,,,,,0,0,0,26,0,0,0,0,,,,,1,1,0,36,0,1,0,0,,,,1,0,0,0,23,0,1,0,0,,,,1
2020-06-13,0,0,0,3,0,0,0,0,,,,,2,2,0,23,0,1,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,,,,,2,2,0,24,0,0,1,0,0,0,0,2,0,0,0,14,0,0,0,0,,,,,14,8,6,722,0,20,6,2,7,4,4,18,0,0,0,46,0,1,0,0,,,,,15,12,3,225,0,5,6,0,11,11,11,4,2,2,0,33,0,0,0,0,1,0,0,2,1,1,0,7,0,0,0,0,,,,1,0,0,0,5,0,1,0,0,,,,,0,0,0,55,0,1,0,0,0,0,0,4,0,0,0,77,0,0,0,0,,,,
2020-06-14,,,,,,,,,,,,1,,,,,,,,,3,0,0,,,,,,,,,,0,0,0,,0,0,0,1,0,0,0,0,,,,1,0,0,0,7,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,,,,,5,5,0,36,0,0,0,0,5,3,3,5,0,0,0,6,0,0,0,0,,,,,9,9,0,60,0,0,1,0,9,6,6,6,0,0,0,6,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,,,1,1,0,1,0,0,0,0,1,0,0,
2020-06-15,0,0,0,2,0,0,0,0,,,,,1,1,0,24,0,0,0,0,,,,,0,0,0,28,0,3,0,0,,,,1,0,0,0,5,0,0,0,0,,,,,2,2,0,65,0,0,0,0,1,0,0,,0,0,0,11,0,0,0,0,0,0,0,1,41,38,3,800,0,16,8,2,17,5,5,24,7,7,0,261,0,0,0,0,1,0,0,4,8,8,0,108,0,0,1,0,13,4,4,7,1,1,0,42,0,0,0,0,3,0,0,1,0,0,0,6,0,0,0,0,,,,1,0,0,0,6,0,1,0,0,0,0,0,,3,3,0,107,0,0,0,0,1,1,1,1,4,3,1,28,0,1,1,0,1,0,0,1
2020-06-16,0,0,0,6,0,0,0,0,,,,2,18,18,0,145,0,1,3,0,,,,1,3,3,0,25,0,0,0,0,,,,3,1,1,0,5,0,0,0,0,,,,,0,0,0,47,0,0,0,0,,,,1,1,1,0,38,0,0,0,0,,,,3,24,19,5,865,0,19,5,1,9,0,0,40,5,5,0,192,0,0,0,0,,,,,8,7,1,214,0,5,3,0,8,4,4,7,0,0,0,26,0,0,0,0,1,0,0,9,1,1,0,16,0,1,0,0,,,,2,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,55,0,0,0,0,0,0,0,31,2,2,0,35,0,1,0,0,,,,
2020-06-17,0,0,0,5,0,0,0,0,1,0,0,,1,1,0,25,0,1,0,0,,,,1,0,0,0,71,0,0,0,0,,,,2,1,1,0,6,0,0,0,0,,,,,4,4,0,66,0,1,1,0,1,1,1,1,0,0,0,14,0,0,0,0,,,,,19,18,1,1022,0,12,2,4,9,2,2,31,3,3,0,146,0,0,0,0,0,0,0,2,26,9,17,174,0,22,19,0,10,2,2,16,1,1,0,28,0,0,1,0,1,0,0,,0,0,0,5,0,0,0,0,,,,,0,0,0,8,0,0,0,0,,,,1,2,2,0,64,0,0,0,0,,,,1,3,3,0,43,0,0,0,0,,,,
2020-06-18,0,0,0,7,0,0,0,0,,,,,3,3,0,35,0,1,0,0,0,0,0,,4,4,0,28,0,0,0,0,,,,1,0,0,0,13,0,0,0,0,,,,,0,0,0,58,0,1,0,0,0,0,0,1,0,0,0,20,0,0,0,0,,,,1,18,15,3,1010,0,9,5,0,13,5,5,32,2,2,0,194,0,0,0,0,0,0,0,1,9,7,2,176,0,15,4,0,6,0,0,8,0,0,0,11,0,0,0,0,0,0,0,1,1,1,0,9,0,0,0,0,0,0,0,,0,0,0,10,0,0,0,0,0,0,0,1,3,3,0,51,0,0,0,0,2,1,1,4,4,3,1,33,0,2,1,0,1,1,1,1
2020-06-19,0,0,0,1,0,0,0,0,,,,8,3,3,0,93,0,0,0,0,,,,1,1,1,0,25,0,0,0,0,,,,1,2,2,0,10,0,0,0,0,,,,,1,1,0,38,0,0,0,0,,,,1,1,1,0,21,0,0,0,0,,,,3,34,29,5,934,0,16,4,1,12,5,5,32,3,3,0,93,0,0,0,1,1,0,0,3,10,5,5,176,0,8,9,0,3,2,2,5,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,,,,1,1,1,0,14,0,0,0,0,,,,,1,1,0,59,0,0,0,0,0,0,0,1,2,2,0,22,0,0,0,0,0,0,0,1
2020-06-20,0,0,0,3,0,0,0,0,,,,,0,0,0,23,0,0,0,0,,,,3,3,3,0,29,0,0,0,0,1,0,0,,0,0,0,7,0,0,0,0,0,0,0,2,1,1,0,43,0,0,0,0,1,0,0,3,0,0,0,8,0,0,0,0,0,0,0,,19,17,2,703,0,7,2,0,25,11,11,27,0,0,0,24,0,1,0,0,1,0,0,1,39,12,27,213,0,35,31,0,6,3,3,32,1,1,0,120,0,0,0,0,0,0,0,2,,,,,,,,,,,,1,0,0,0,14,0,0,0,0,0,0,0,,0,0,0,41,0,0,0,0,1,0,0,6,2,2,0,20,0,0,0,0,0,0,0,2
2020-06-21,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,0,0,,,,,0,0,0,2,0,0,0,0,,,,,0,0,0,12,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,,,,,2,2,0,106,0,0,0,0,17,8,8,10,0,0,0,12,0,0,0,0,,,,1,3,3,0,74,0,0,0,0,8,3,3,13,0,0,0,18,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,,,0,0,0,1,0,0,0,0,,,,,0,0,0,4,0,0,0,0,,,,1,1,1,0,20,0,0,0,0,,,,1
2020-06-22,0,0,0,5,0,0,0,0,,,,,1,1,0,23,0,1,0,0,,,,1,0,0,0,34,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,0,,,,,2,2,0,44,0,0,0,0,1,0,0,3,0,0,0,10,0,0,0,0,,,,,47,47,0,1038,0,11,3,0,12,9,9,51,2,2,0,73,0,1,0,0,0,0,0,2,10,10,0,177,0,1,0,0,5,1,1,9,1,1,0,27,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,,,,,0,0,0,14,0,1,0,0,1,1,1,,2,2,0,71,0,0,0,0,,,,4,2,2,0,26,0,0,0,0,1,1,1,1
2020-06-23,0,0,0,2,0,0,0,0,0,0,0,,1,1,0,37,0,0,0,0,,,,19,2,2,0,25,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,,,,1,4,4,0,94,0,0,0,0,1,0,0,2,0,0,0,38,0,0,0,0,,,,,67,61,6,1288,0,13,6,0,8,4,4,32,2,2,0,61,0,0,0,0,1,0,0,3,30,30,0,198,0,4,1,0,4,3,3,10,1,1,0,33,0,0,0,0,1,0,0,1,0,0,0,9,0,0,0,0,,,,1,1,1,0,16,0,0,0,0,,,,,3,3,0,41,0,0,1,0,,,,,3,2,1,30,0,1,1,0,,,,3
2020-06-24,0,0,0,1,0,0,0,0,,,,,2,2,0,26,0,0,0,0,,,,2,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,,,,1,1,1,0,32,0,0,0,0,0,0,0,2,0,0,0,25,0,0,0,0,,,,2,31,31,0,596,0,0,1,0,15,6,6,22,4,4,0,94,0,0,0,0,2,1,1,4,20,20,0,202,0,0,9,0,6,3,3,15,0,0,0,18,0,0,0,0,1,0,0,3,0,0,0,8,0,0,0,0,,,,,1,1,0,16,0,0,0,0,,,,,1,1,0,48,0,0,0,0,2,0,0,1,4,4,0,28,0,0,1,0,,,,3
2020-06-25,2,2,0,9,0,0,1,0,0,0,0,,1,1,0,29,0,0,0,0,0,0,0,2,2,2,0,46,0,1,0,0,,,,4,2,1,1,7,0,1,0,0,0,0,0,,0,0,0,46,0,0,0,0,,,,1,1,1,0,14,0,0,0,0,,,,,30,25,5,1197,0,10,7,2,11,2,2,20,4,4,0,69,0,0,0,0,0,0,0,5,34,33,1,198,0,2,4,1,6,4,4,7,1,1,0,39,0,0,0,0,1,0,0,,0,0,0,10,0,0,0,0,,,,1,0,0,0,42,0,0,0,0,,,,,2,1,1,66,0,1,1,0,1,0,0,2,4,4,0,33,0,1,0,0,2,1,1,3
2020-06-26,0,0,0,10,0,0,0,0,,,,,2,2,0,45,0,0,0,0,,,,3,2,2,0,44,0,1,0,0,,,,1,0,0,0,16,0,0,0,0,,,,2,2,2,0,129,0,1,0,0,0,0,0,2,7,7,0,67,0,0,0,0,,,,1,53,40,13,1639,0,23,15,1,16,6,6,26,3,3,0,202,0,0,0,0,1,0,0,1,27,24,3,159,0,4,8,0,5,3,3,35,3,3,0,49,0,0,2,0,1,0,0,1,0,0,0,18,0,0,0,0,,,,,1,1,0,8,0,0,0,0,0,0,0,1,0,0,0,124,0,0,0,0,2,1,1,,3,2,1,75,0,4,1,0,3,1,1,1
2020-06-27,1,1,0,8,0,0,0,0,,,,,13,13,0,111,0,0,0,0,,,,,3,3,0,24,0,0,1,0,,,,2,1,1,0,17,0,0,0,0,0,0,0,,3,2,1,86,0,2,1,0,0,0,0,1,0,0,0,6,0,0,0,0,,,,,37,35,2,960,0,10,9,0,11,6,6,17,1,1,0,190,0,0,0,0,0,0,0,,20,19,1,186,0,11,5,0,8,5,5,15,3,3,0,47,0,0,0,0,3,0,0,,0,0,0,6,0,3,0,0,,,,,0,0,0,6,0,0,0,0,,,,,2,2,0,64,0,0,0,0,0,0,0,,2,2,0,45,0,0,0,0,1,0,0,1
2020-06-28,0,0,0,1,0,0,0,0,,,,,1,1,0,7,0,0,0,0,1,0,0,,0,0,0,5,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,11,0,0,0,0,,,,,0,0,0,1,0,0,0,0,,,,1,21,20,1,225,0,1,1,3,18,10,10,3,0,0,0,5,0,0,0,0,0,0,0,,1,1,0,46,0,0,0,0,10,4,4,3,3,3,0,15,0,0,0,0,2,0,0,,1,1,0,1,0,0,0,0,,,,,0,0,0,1,0,0,0,0,,,,,1,1,0,10,0,0,0,0,1,0,0,,1,1,0,9,0,0,0,0,0,0,0,
2020-06-29,0,0,0,2,0,0,0,0,,,,,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,22,0,1,0,0,,,,,0,0,0,5,0,0,0,0,0,0,0,1,2,2,0,43,0,0,0,0,0,0,0,2,1,1,0,3,0,0,0,0,,,,,36,25,11,999,0,17,11,0,15,8,8,32,1,1,0,122,0,0,0,0,,,,8,54,54,0,253,0,0,6,0,5,3,3,8,0,0,0,19,0,0,0,0,2,0,0,1,0,0,0,4,0,0,0,0,,,,,0,0,0,28,0,0,0,0,,,,,0,0,0,140,0,1,0,0,1,1,1,2,2,2,0,27,0,0,0,0,,,,3
2020-06-30,4,4,0,17,0,0,0,0,,,,,3,3,0,44,0,0,0,0,0,0,0,2,2,2,0,49,0,1,0,0,1,1,1,4,0,0,0,8,0,0,0,0,,,,,4,4,0,80,0,1,0,0,,,,3,1,1,0,38,0,0,0,0,,,,1,45,38,7,1549,0,20,8,1,16,10,10,49,4,4,0,197,0,0,0,0,,,,2,17,11,6,268,0,10,8,0,5,3,3,29,1,1,0,28,0,0,0,0,3,0,0,1,3,3,0,35,0,0,0,0,,,,,0,0,0,12,0,0,0,0,,,,,5,4,1,193,0,2,1,0,0,0,0,1,4,4,0,51,0,1,0,0,,,,
2020-07-01,0,0,0,22,0,0,0,0,1,0,0,,5,5,0,86,0,0,0,0,1,1,1,1,0,0,0,84,0,0,0,0,2,0,0,,1,1,0,19,0,0,1,0,1,0,0,,4,4,0,94,0,0,1,0,1,0,0,3,0,0,0,12,0,1,0,0,,,,,74,70,4,1786,0,7,12,2,62,19,19,29,6,6,0,239,0,0,0,0,1,0,0,1,19,19,0,425,0,0,1,0,14,5,5,37,4,4,0,83,0,0,1,0,3,0,0,,0,0,0,17,0,0,0,0,0,0,0,,0,0,0,28,0,0,0,0,0,0,0,1,4,4,0,114,0,1,0,1,2,1,1,2,7,7,0,81,0,1,0,0,3,2,2,3
2020-07-02,0,0,0,22,0,0,0,0,,,,2,0,0,0,94,0,0,0,0,0,0,0,1,1,1,0,114,0,1,0,0,1,1,1,2,1,1,0,59,0,1,0,0,,,,1,3,3,0,81,0,0,1,0,0,0,0,,0,0,0,15,0,0,0,0,,,,1,49,44,5,1595,0,12,9,3,26,13,13,35,2,2,0,258,0,0,0,0,1,0,0,1,84,76,8,596,0,8,31,0,31,6,6,35,3,3,0,63,0,0,0,0,1,0,0,1,0,0,0,16,0,0,0,0,,,,,2,1,1,22,0,1,1,0,,,,,1,0,1,71,0,1,0,0,,,,2,5,4,1,38,0,4,1,0,,,,2
2020-07-03,1,1,0,24,0,0,0,0,,,,,4,4,0,89,0,3,0,0,,,,,2,2,0,62,0,0,0,0,,,,2,1,1,0,14,0,0,0,0,,,,,1,1,0,119,0,0,0,0,1,0,0,2,1,1,0,69,0,0,0,0,,,,6,74,65,9,2107,0,17,10,2,45,24,24,36,2,2,0,208,0,0,0,0,,,,4,41,35,6,524,0,16,6,0,13,6,6,21,0,0,0,64,0,0,0,0,2,0,0,3,0,0,0,17,0,0,0,0,,,,,2,2,0,33,0,0,0,0,,,,1,3,3,0,97,0,0,1,0,0,0,0,1,3,3,0,52,0,0,0,0,0,0,0,2
